Epoch,PH_0,PHC_0,PH_1,PHC_1,PH_2,PHC_2,PH_3,PHC_3,PH_4,PHC_4,PH_5,PHC_5,PH_6,PHC_6,PH_7,PHC_7,PH_8,PHC_8,PH_9,PHC_9
2021-05-28 00:25:19.648,0.00022,1,0.0,0,0.0,0,0.000122,1,0.000188,2,0.0,0,0.000221,4,0.000923,22,0.00057,16,6.92e-05,1
2021-05-28 00:26:19.602,0.000224,1,0.000304,2,0.000142,1,0.000124,1,9.6e-05,1,0.000303,4,0.000451,8,0.0012,28,0.0004,11,7.06e-05,1
2021-05-28 00:27:19.555,0.0,0,0.000308,2,0.000143,1,0.000126,1,0.0,0,0.000307,4,0.000685,12,0.000737,17,0.000405,11,7.15e-05,1
2021-05-28 00:28:19.508,0.000228,1,0.0,0,0.000288,2,0.0,0,9.76e-05,1,0.000154,2,0.000344,6,0.00104,24,0.000517,14,0.000215,3
2021-05-28 00:29:19.461,0.000226,1,0.0,0,0.000428,3,0.0,0,0.000194,2,7.65e-05,1,0.000512,9,0.000949,22,0.00033,9,7.12e-05,1
2021-05-28 00:30:19.414,0.0,0,0.000296,2,0.000276,2,0.000121,1,0.0,0,0.000296,4,0.00022,4,0.00117,28,0.000531,15,6.88e-05,1
2021-05-28 00:31:19.367,0.000215,1,0.0,0,0.000136,1,0.000358,3,0.000184,2,0.000145,2,0.000378,7,0.00103,25,0.000488,14,0.0,0
2021-05-28 00:32:19.320,0.0,0,0.000148,1,0.0,0,0.000121,1,0.000468,5,0.0,0,0.000494,9,0.000876,21,0.000213,6,0.000206,3
2021-05-28 00:33:19.273,0.0,0,0.00015,1,0.0,0,0.000123,1,9.5e-05,1,0.00015,2,0.000558,10,0.000974,23,0.000288,8,0.00021,3
2021-05-28 00:34:19.227,0.000219,1,0.000297,2,0.000138,1,0.0,0,9.39e-05,1,7.42e-05,1,0.000551,10,0.000837,20,0.00032,9,0.000138,2
2021-05-28 00:35:19.180,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,7.32e-05,1,0.00049,9,0.00124,30,0.000421,12,0.000136,2
2021-05-28 00:36:19.133,0.0,0,0.000152,1,0.000425,3,0.000125,1,9.61e-05,1,0.000228,3,0.000621,11,0.000857,20,0.0004,11,0.000283,4
2021-05-28 00:37:19.086,0.0,0,0.000151,1,0.000141,1,0.000124,1,0.0,0,0.000453,6,0.000674,12,0.000852,20,0.000688,19,7.03e-05,1
2021-05-28 00:38:19.039,0.0,0,0.000151,1,0.0,0,0.0,0,0.0,0,0.00015,2,0.000503,9,0.00102,24,0.000252,7,0.00028,4
2021-05-28 00:39:18.992,0.0,0,0.000148,1,0.000138,1,0.0,0,0.0,0,0.000221,3,0.000439,8,0.000749,18,0.00053,15,0.000206,3
2021-05-28 00:40:18.945,0.000219,1,0.000297,2,0.0,0,0.000121,1,9.37e-05,1,0.000148,2,0.00066,12,0.00142,34,0.000319,9,6.89e-05,1
2021-05-28 00:41:18.898,0.000223,1,0.0,0,0.0,0,0.0,0,9.55e-05,1,7.54e-05,1,0.000448,8,0.000979,23,0.000325,9,0.00014,2
2021-05-28 00:42:18.852,0.0,0,0.000441,3,0.000137,1,0.0,0,0.000186,2,0.00022,3,0.000763,14,0.000828,20,0.000387,11,0.000273,4
2021-05-28 00:43:18.805,0.00022,1,0.000298,2,0.0,0,0.000244,2,0.0,0,0.000298,4,0.000664,12,0.000881,21,0.000392,11,0.000139,2
2021-05-28 00:44:18.758,0.000442,2,0.00015,1,0.0,0,0.0,0,0.0,0,0.00015,2,0.000668,12,0.00127,30,0.000466,13,0.000139,2
2021-05-28 00:45:18.711,0.0,0,0.0,0,0.000138,1,0.000121,1,0.000187,2,0.000147,2,0.000384,7,0.000998,24,0.00053,15,6.86e-05,1
2021-05-28 00:46:18.664,0.0,0,0.0,0,0.000137,1,0.000121,1,0.00028,3,7.36e-05,1,0.000547,10,0.00125,30,0.000176,5,0.000137,2
2021-05-28 00:47:18.617,0.0,0,0.000309,2,0.0,0,0.000126,1,9.75e-05,1,0.000231,3,0.000573,10,0.000956,22,0.000332,9,7.17e-05,1
2021-05-28 00:48:18.570,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,7.59e-05,1,0.00062,11,0.000985,23,0.000436,12,0.0,0
2021-05-28 00:49:18.523,0.0,0,0.000155,1,0.000289,2,0.0,0,0.000294,3,7.75e-05,1,0.000576,10,0.000831,19,0.000297,8,7.21e-05,1
2021-05-28 00:50:18.477,0.0,0,0.000305,2,0.000142,1,0.00025,2,9.64e-05,1,0.0,0,0.000849,15,0.0012,28,0.000401,11,0.000142,2
2021-05-28 00:51:18.430,0.0,0,0.00015,1,0.0,0,0.0,0,0.000189,2,0.000224,3,0.0005,9,0.000759,18,0.000501,14,0.000139,2
2021-05-28 00:52:18.383,0.0,0,0.00015,1,0.0,0,0.0,0,0.000189,2,7.48e-05,1,0.0005,9,0.000971,23,0.000323,9,0.000209,3
2021-05-28 00:53:18.336,0.00023,1,0.0,0,0.000145,1,0.000256,2,0.0,0,0.000234,3,0.000521,9,0.000792,18,0.000336,9,0.000145,2
2021-05-28 00:54:18.289,0.00023,1,0.000156,1,0.000145,1,0.000128,1,0.000197,2,7.79e-05,1,0.000405,7,0.000923,21,0.000299,8,0.000218,3
2021-05-28 00:55:18.242,0.0,0,0.000157,1,0.0,0,0.000129,1,0.000199,2,0.000314,4,0.000117,2,0.000975,22,0.000414,11,0.000146,2
2021-05-28 00:56:18.195,0.0,0,0.000471,3,0.0,0,0.000129,1,9.92e-05,1,0.000314,4,0.000408,7,0.000796,18,0.000488,13,0.000146,2
2021-05-28 00:57:18.148,0.0,0,0.000299,2,0.000139,1,0.000123,1,9.46e-05,1,0.000149,2,0.0005,9,0.0011,26,0.00043,12,0.000209,3
2021-05-28 00:58:18.102,0.000212,1,0.000144,1,0.000134,1,0.000235,2,0.0,0,0.000215,3,0.000267,5,0.00077,19,0.000482,14,6.68e-05,1
2021-05-28 00:59:18.055,0.000226,1,0.000153,1,0.000143,1,0.0,0,0.0,0,0.000306,4,0.000568,10,0.00103,24,0.000586,16,7.11e-05,1
2021-05-28 01:00:18.008,0.000228,1,0.000154,1,0.000288,2,0.0,0,0.0,0,0.000231,3,0.000515,9,0.000869,20,0.000369,10,0.0,0
2021-05-28 01:01:17.961,0.000441,2,0.000299,2,0.000279,2,0.000122,1,0.000284,3,0.0,0,0.000333,6,0.00118,28,0.000394,11,0.000139,2
2021-05-28 01:02:17.914,0.0,0,0.00015,1,0.0,0,0.0,0,9.46e-05,1,7.47e-05,1,0.000667,12,0.000928,22,0.000573,16,0.000139,2
2021-05-28 01:03:17.867,0.0,0,0.000452,3,0.0,0,0.000123,1,0.000285,3,0.000301,4,0.00067,12,0.0014,33,0.00054,15,0.00035,5
2021-05-28 01:04:17.820,0.0,0,0.0,0,0.0,0,0.000128,1,9.88e-05,1,0.000156,2,0.000464,8,0.000837,19,0.000299,8,0.000145,2
2021-05-28 01:05:17.773,0.0,0,0.0,0,0.000275,2,0.0,0,0.0,0,0.000294,4,0.000438,8,0.000913,22,0.000282,8,0.000137,2
2021-05-28 01:06:17.727,0.000221,1,0.000299,2,0.000139,1,0.000245,2,0.000189,2,0.000224,3,0.000389,7,0.000717,17,0.000394,11,0.000209,3
2021-05-28 01:07:17.680,0.0,0,0.0,0,0.0,0,0.000237,2,0.000183,2,7.23e-05,1,0.000591,11,0.00102,25,0.000346,10,6.73e-05,1
2021-05-28 01:08:17.633,0.000227,1,0.000154,1,0.0,0,0.0,0,9.73e-05,1,0.0,0,0.000457,8,0.000564,13,0.000405,11,0.000143,2
2021-05-28 01:09:17.586,0.0,0,0.0,0,0.000288,2,0.000253,2,9.75e-05,1,7.7e-05,1,0.000401,7,0.000956,22,0.000295,8,0.000215,3
2021-05-28 01:10:17.539,0.0,0,0.0,0,0.0,0,0.000126,1,0.0,0,7.69e-05,1,0.000686,12,0.000738,17,0.000332,9,0.000215,3
2021-05-28 01:11:17.492,0.0,0,0.000292,2,0.0,0,0.0,0,0.0,0,0.000291,4,0.000758,14,0.00115,28,0.000279,8,0.000203,3
2021-05-28 01:12:17.445,0.0,0,0.000304,2,0.000142,1,0.0,0,0.0,0,7.58e-05,1,0.000338,6,0.00107,25,0.000509,14,0.000212,3
2021-05-28 01:13:17.398,0.000222,1,0.0,0,0.0,0,0.000369,3,0.000285,3,0.00015,2,0.000669,12,0.0011,26,0.000395,11,0.00014,2
2021-05-28 01:14:17.352,0.0,0,0.000149,1,0.000417,3,0.000122,1,9.42e-05,1,0.000149,2,0.000277,5,0.00101,24,0.000143,4,6.93e-05,1
2021-05-28 01:15:17.305,0.000229,1,0.0,0,0.000145,1,0.000127,1,0.000196,2,0.000233,3,0.000461,8,0.00118,27,0.000372,10,7.22e-05,1
2021-05-28 01:16:17.258,0.0,0,0.000299,2,0.000139,1,0.000122,1,0.000472,5,0.000224,3,0.000554,10,0.00105,25,0.000321,9,0.000278,4
2021-05-28 01:17:17.211,0.0,0,0.0,0,0.0,0,0.000508,4,0.000294,3,0.0,0,0.000691,12,0.00136,31,0.000557,15,0.0,0
2021-05-28 01:18:17.164,0.0,0,0.000153,1,0.0,0,0.000251,2,9.69e-05,1,0.00023,3,0.000114,2,0.000864,20,0.000404,11,0.000214,3
2021-05-28 01:19:17.117,0.0,0,0.000303,2,0.000283,2,0.000372,3,0.000383,4,0.0,0,0.000506,9,0.00102,24,0.000544,15,0.0,0
2021-05-28 01:20:17.070,0.0,0,0.0,0,0.000138,1,0.000121,1,9.35e-05,1,0.000222,3,0.000549,10,0.00129,31,0.000531,15,0.0,0
2021-05-28 01:21:17.023,0.000219,1,0.0,0,0.0,0,0.0,0,0.000188,2,0.000148,2,0.000276,5,0.00105,25,0.000178,5,0.000207,3
2021-05-28 01:22:16.977,0.0,0,0.0,0,0.000277,2,0.000122,1,0.000282,3,0.000148,2,0.000441,8,0.000879,21,0.000391,11,0.000138,2
2021-05-28 01:23:16.930,0.000222,1,0.0,0,0.0,0,0.0,0,0.0,0,0.000375,5,0.000893,16,0.000847,20,0.000144,4,6.99e-05,1
2021-05-28 01:24:16.883,0.00022,1,0.0,0,0.000139,1,0.000122,1,0.000283,3,0.000224,3,0.000776,14,0.000968,23,0.000357,10,0.000347,5
2021-05-28 01:25:16.836,0.000222,1,0.0,0,0.0,0,0.000247,2,0.000476,5,0.000151,2,0.000447,8,0.000849,20,0.000361,10,0.00014,2
2021-05-28 01:26:16.789,0.0,0,0.0,0,0.000138,1,0.0,0,9.33e-05,1,0.000368,5,0.000548,10,0.00104,25,0.000282,8,0.000274,4
2021-05-28 01:27:16.742,0.000214,1,0.0,0,0.000406,3,0.000238,2,0.000184,2,0.000218,3,0.000323,6,0.000778,19,0.000139,4,0.000203,3
2021-05-28 01:28:16.695,0.0,0,0.000303,2,0.000141,1,0.0,0,0.000192,2,0.000454,6,0.000618,11,0.000811,19,0.00029,8,7.04e-05,1
2021-05-28 01:29:16.648,0.0,0,0.000144,1,0.000269,2,0.0,0,9.12e-05,1,0.000288,4,0.000643,12,0.000894,22,0.000483,14,6.71e-05,1
2021-05-28 01:30:16.602,0.000222,1,0.00015,1,0.0,0,0.0,0,0.00019,2,0.000376,5,0.000502,9,0.00114,27,0.000396,11,0.00021,3
2021-05-28 01:31:16.555,0.0,0,0.000151,1,0.000141,1,0.000248,2,9.57e-05,1,7.56e-05,1,0.000562,10,0.000683,16,0.000399,11,0.0,0
2021-05-28 01:32:16.508,0.0,0,0.000305,2,0.0,0,0.0,0,0.0,0,0.000304,4,0.000282,5,0.00103,24,0.000437,12,0.000141,2
2021-05-28 01:33:16.461,0.0,0,0.0,0,0.0,0,0.000252,2,0.000194,2,0.000384,5,0.000685,12,0.00065,15,0.000442,12,0.000286,4
2021-05-28 01:34:16.414,0.0,0,0.000147,1,0.0,0,0.000121,1,0.000186,2,7.36e-05,1,0.000929,17,0.000996,24,0.000247,7,6.85e-05,1
2021-05-28 01:35:16.367,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,7.72e-05,1,0.000517,9,0.00126,29,0.000333,9,0.000144,2
2021-05-28 01:36:16.320,0.0,0,0.0,0,0.0,0,0.000124,1,0.0,0,7.57e-05,1,0.00045,8,0.00115,27,0.000326,9,0.0,0
2021-05-28 01:37:16.273,0.000227,1,0.000308,2,0.0,0,0.000126,1,9.72e-05,1,0.00023,3,0.000513,9,0.000866,20,0.000368,10,7.14e-05,1
2021-05-28 01:38:16.227,0.000226,1,0.000461,3,0.000286,2,0.000126,1,0.000194,2,0.00023,3,0.000456,8,0.000821,19,0.000514,14,0.000143,2
2021-05-28 01:39:16.180,0.0,0,0.000165,1,0.000153,1,0.0,0,0.000208,2,8.22e-05,1,0.00055,9,0.00107,23,0.000512,13,7.65e-05,1
2021-05-28 01:40:16.133,0.0,0,0.0,0,0.0,0,0.000244,2,0.000189,2,7.45e-05,1,0.000553,10,0.000924,22,0.000571,16,0.0,0
2021-05-28 01:41:16.086,0.000438,2,0.000149,1,0.0,0,0.000122,1,0.000376,4,0.000148,2,0.000551,10,0.00113,27,0.000142,4,6.91e-05,1
2021-05-28 01:42:16.039,0.0,0,0.000153,1,0.0,0,0.000251,2,0.000194,2,0.000153,2,0.000455,8,0.000648,15,0.00033,9,0.0,0
2021-05-28 01:43:15.992,0.00023,1,0.000156,1,0.000145,1,0.000128,1,0.000395,4,0.000234,3,0.000405,7,0.0011,25,0.000336,9,7.25e-05,1
2021-05-28 01:44:15.945,0.000216,1,0.000147,1,0.000273,2,0.0,0,0.000463,5,0.000293,4,0.000381,7,0.000496,12,0.000386,11,0.0,0
2021-05-28 01:45:15.898,0.0,0,0.000297,2,0.000139,1,0.0,0,0.000282,3,0.000148,2,0.000552,10,0.001,24,0.000391,11,0.000138,2
2021-05-28 01:46:15.852,0.000221,1,0.0003,2,0.0,0,0.000246,2,0.0,0,0.000225,3,0.000613,11,0.00093,22,0.000431,12,0.000279,4
2021-05-28 01:47:15.805,0.0,0,0.0,0,0.000141,1,0.0,0,0.0,0,0.000227,3,0.000562,10,0.00102,24,0.000471,13,0.0,0
2021-05-28 01:48:15.758,0.0,0,0.000151,1,0.0,0,0.0,0,9.57e-05,1,0.000302,4,0.000787,14,0.00111,26,0.000362,10,0.000211,3
2021-05-28 01:49:15.711,0.0,0,0.0,0,0.000146,1,0.000128,1,0.0,0,0.000312,4,0.000348,6,0.0011,25,0.000262,7,0.000363,5
2021-05-28 01:50:15.664,0.000447,2,0.0,0,0.0,0,0.0,0,0.0,0,7.57e-05,1,0.00045,8,0.000939,22,0.000362,10,0.000141,2
2021-05-28 01:51:15.617,0.0,0,0.000149,1,0.0,0,0.0,0,9.44e-05,1,7.46e-05,1,0.000388,7,0.000799,19,0.0005,14,6.94e-05,1
2021-05-28 01:52:15.570,0.0,0,0.000149,1,0.000277,2,0.000244,2,0.000188,2,7.43e-05,1,0.000607,11,0.00134,32,0.000498,14,6.92e-05,1
2021-05-28 01:53:15.523,0.000431,2,0.000146,1,0.0,0,0.00012,1,0.0,0,7.3e-05,1,0.00038,7,0.00115,28,0.00049,14,0.000272,4
2021-05-28 01:54:15.477,0.000433,2,0.000147,1,0.000137,1,0.00012,1,0.000186,2,0.000293,4,0.000817,15,0.00108,26,0.000457,13,0.000205,3
2021-05-28 01:55:15.430,0.0,0,0.000151,1,0.0,0,0.0,0,0.000191,2,7.56e-05,1,0.000449,8,0.00115,27,0.000507,14,0.000141,2
2021-05-28 01:56:15.383,0.000221,1,0.00015,1,0.0,0,0.000246,2,0.0,0,0.000374,5,0.000501,9,0.000634,15,0.000466,13,6.97e-05,1
2021-05-28 01:57:15.336,0.000441,2,0.0,0,0.000139,1,0.000122,1,0.0,0,0.000224,3,0.000555,10,0.00114,27,0.00025,7,6.95e-05,1
2021-05-28 01:58:15.289,0.000426,2,0.000289,2,0.0,0,0.000118,1,9.12e-05,1,0.000216,3,0.000321,6,0.000935,23,0.00038,11,0.000201,3
2021-05-28 01:59:15.242,0.0,0,0.0,0,0.000283,2,0.000124,1,0.000192,2,0.000303,4,0.000564,10,0.00103,24,0.000145,4,0.000141,2
2021-05-28 02:00:15.195,0.0,0,0.0,0,0.000288,2,0.0,0,0.000391,4,0.000232,3,0.000287,5,0.00105,24,0.000259,7,0.000216,3
2021-05-28 02:01:15.148,0.0,0,0.000446,3,0.0,0,0.000122,1,9.4e-05,1,0.0,0,0.000496,9,0.00113,27,0.000213,6,0.000138,2
2021-05-28 02:02:15.102,0.000451,2,0.0,0,0.000142,1,0.000125,1,0.00029,3,7.63e-05,1,0.000283,5,0.000947,22,0.000621,17,0.000213,3
2021-05-28 02:03:15.055,0.000436,2,0.000443,3,0.000413,3,0.0,0,0.0,0,0.000221,3,0.000548,10,0.000957,23,0.000247,7,6.87e-05,1
2021-05-28 02:04:15.008,0.0,0,0.000307,2,0.0,0,0.0,0,9.7e-05,1,0.000307,4,0.000513,9,0.000865,20,0.000514,14,0.0,0
2021-05-28 02:05:14.961,0.0,0,0.0,0,0.0,0,0.000246,2,0.000379,4,0.0003,4,0.000557,10,0.000803,19,0.000395,11,0.000488,7
2021-05-28 02:06:14.914,0.0,0,0.000591,4,0.0,0,0.0,0,0.0,0,0.000148,2,0.000658,12,0.000874,21,0.000318,9,0.000275,4
2021-05-28 02:07:14.867,0.0,0,0.000149,1,0.000277,2,0.000244,2,0.000188,2,7.43e-05,1,0.000662,12,0.000963,23,0.000463,13,6.91e-05,1
2021-05-28 02:08:14.820,0.000433,2,0.0,0,0.000137,1,0.00036,3,0.0,0,0.000366,5,0.00049,9,0.00107,26,0.000316,9,0.000273,4
2021-05-28 02:09:14.773,0.000222,1,0.000151,1,0.00014,1,0.0,0,0.0,0,0.00015,2,0.00067,12,0.0011,26,0.000432,12,0.00028,4
2021-05-28 02:10:14.727,0.000225,1,0.000152,1,0.0,0,0.000125,1,0.000193,2,0.000228,3,0.000452,8,0.00103,24,0.000292,8,0.000142,2
2021-05-28 02:11:14.680,0.0,0,0.000151,1,0.00014,1,0.000123,1,9.52e-05,1,7.52e-05,1,0.000615,11,0.000849,20,0.000324,9,0.00014,2
2021-05-28 02:12:14.633,0.0,0,0.000147,1,0.000137,1,0.00012,1,0.000186,2,0.000147,2,0.000382,7,0.00133,32,0.000176,5,6.84e-05,1
2021-05-28 02:13:14.586,0.000226,1,0.000153,1,0.000285,2,0.0,0,0.0,0,0.000382,5,0.000454,8,0.000948,22,0.000329,9,0.000284,4
2021-05-28 02:14:14.539,0.000222,1,0.0,0,0.0,0,0.000123,1,9.53e-05,1,0.000151,2,0.000392,7,0.000935,22,0.000397,11,7.01e-05,1
2021-05-28 02:15:14.492,0.000442,2,0.0003,2,0.0,0,0.000245,2,9.47e-05,1,0.00015,2,0.000667,12,0.0011,26,0.000466,13,6.96e-05,1
2021-05-28 02:16:14.445,0.0,0,0.0,0,0.000141,1,0.0,0,0.000192,2,0.000227,3,0.000282,5,0.000598,14,0.000436,12,7.05e-05,1
2021-05-28 02:17:14.398,0.000221,1,0.0003,2,0.00014,1,0.0,0,0.00019,2,0.000225,3,0.000612,11,0.000803,19,0.00061,17,0.000139,2
2021-05-28 02:18:14.352,0.00022,1,0.000298,2,0.0,0,0.000244,2,0.000188,2,0.000297,4,0.000608,11,0.00101,24,0.000214,6,0.000138,2
2021-05-28 02:19:14.305,0.0,0,0.000305,2,0.000142,1,0.000125,1,9.63e-05,1,0.000152,2,0.000791,14,0.00103,24,0.000656,18,0.000142,2
2021-05-28 02:20:14.258,0.000656,3,0.000297,2,0.0,0,0.000121,1,0.000281,3,7.4e-05,1,0.000605,11,0.001,24,0.000426,12,6.89e-05,1
2021-05-28 02:21:14.211,0.0,0,0.0,0,0.0,0,0.000372,3,0.000191,2,0.000151,2,0.000731,13,0.00102,24,0.000435,12,0.000211,3
2021-05-28 02:22:14.164,0.0,0,0.0,0,0.0,0,0.000124,1,0.000286,3,0.000377,5,0.000336,6,0.000893,21,0.000397,11,7.02e-05,1
2021-05-28 02:23:14.117,0.000226,1,0.000153,1,0.000143,1,0.0,0,0.000194,2,0.000153,2,0.00102,18,0.000605,14,0.00044,12,0.000285,4
2021-05-28 02:24:14.070,0.000655,3,0.000148,1,0.000138,1,0.0,0,9.35e-05,1,7.39e-05,1,0.000275,5,0.000834,20,0.000531,15,0.000206,3
2021-05-28 02:25:14.023,0.0,0,0.000151,1,0.0,0,0.0,0,0.00019,2,0.00015,2,0.000391,7,0.000933,22,0.000252,7,0.00014,2
2021-05-28 02:26:13.977,0.0,0,0.000149,1,0.0,0,0.0,0,0.000283,3,0.000223,3,0.000885,16,0.00122,29,0.000392,11,0.000139,2
2021-05-28 02:27:13.930,0.00044,2,0.0,0,0.0,0,0.0,0,0.0,0,0.000149,2,0.000332,6,0.00156,37,0.000428,12,6.94e-05,1
2021-05-28 02:28:13.883,0.00022,1,0.000447,3,0.0,0,0.000122,1,0.000283,3,0.000223,3,0.000608,11,0.00143,34,0.000642,18,0.000139,2
2021-05-28 02:29:13.836,0.000669,3,0.000454,3,0.000141,1,0.000124,1,0.0,0,0.000226,3,0.000505,9,0.00115,27,0.000289,8,0.0,0
2021-05-28 02:30:13.789,0.000217,1,0.0,0,0.000137,1,0.000481,4,9.29e-05,1,0.00022,3,0.000545,10,0.000787,19,0.000211,6,6.83e-05,1
2021-05-28 02:31:13.742,0.00022,1,0.000299,2,0.000139,1,0.0,0,0.000378,4,7.46e-05,1,0.000666,12,0.00105,25,0.000322,9,0.000208,3
2021-05-28 02:32:13.695,0.000228,1,0.0,0,0.0,0,0.000127,1,0.000196,2,0.000155,2,0.000575,10,0.000916,21,0.000519,14,0.00036,5
2021-05-28 02:33:13.648,0.000681,3,0.000308,2,0.0,0,0.0,0,0.0,0,0.000154,2,0.000685,12,0.000694,16,0.000442,12,7.15e-05,1
2021-05-28 02:34:13.602,0.00023,1,0.000312,2,0.000145,1,0.000128,1,0.0,0,0.000233,3,0.000693,12,0.000833,19,0.000224,6,7.24e-05,1
2021-05-28 02:35:13.555,0.000222,1,0.000301,2,0.00014,1,0.0,0,9.5e-05,1,0.00015,2,0.000557,10,0.000804,19,0.000467,13,0.00014,2
2021-05-28 02:36:13.508,0.000232,1,0.0,0,0.000147,1,0.000129,1,9.94e-05,1,7.85e-05,1,0.000233,4,0.000709,16,0.000489,13,0.000146,2
2021-05-28 02:37:13.461,0.0,0,0.000147,1,0.000137,1,0.00012,1,0.000185,2,0.00022,3,0.000653,12,0.000619,15,0.000245,7,0.000341,5
2021-05-28 02:38:13.414,0.000225,1,0.0,0,0.000142,1,0.000374,3,9.64e-05,1,7.61e-05,1,0.000679,12,0.000859,20,0.000474,13,7.09e-05,1
2021-05-28 02:39:13.367,0.0,0,0.00015,1,0.0,0,0.000245,2,0.000189,2,0.000149,2,0.000444,8,0.00139,33,0.000466,13,6.96e-05,1
2021-05-28 02:40:13.320,0.000229,1,0.0,0,0.000145,1,0.0,0,0.0,0,0.0,0,0.000518,9,0.000743,17,0.00052,14,0.000505,7
2021-05-28 02:41:13.273,0.0,0,0.000153,1,0.0,0,0.0,0,0.0,0,0.000229,3,0.000283,5,0.00107,25,0.000402,11,0.000213,3
2021-05-28 02:42:13.227,0.0,0,0.0,0,0.0,0,0.0,0,0.000288,3,0.000303,4,0.000394,7,0.000684,16,0.000435,12,7.05e-05,1
