,PSP,PSP,PSP,PSP,PSP,PSP,PSP,PSP,SOHO,SOHO,SOHO,SOHO,SOHO,SOHO,SOHO,SOHO,STEREO A,STEREO A,STEREO A,STEREO A,STEREO A,STEREO A,STEREO A,STEREO A,Solar Orbiter,Solar Orbiter,Solar Orbiter,Solar Orbiter,Solar Orbiter,Solar Orbiter,Solar Orbiter,Solar Orbiter
,vsw,long,lat,r_dist,foot_long,foot_long_error,long_sep,plot_separation_long,vsw,long,lat,r_dist,foot_long,foot_long_error,long_sep,plot_separation_long,vsw,long,lat,r_dist,foot_long,foot_long_error,long_sep,plot_separation_long,vsw,long,lat,r_dist,foot_long,foot_long_error,long_sep,plot_separation_long
2021-05-28 22:30:00,400,61.05833413371666,3.1085153599198287,0.6854113265453471,103.81341926825596,4.467435334634132,36.813419268255956,no,400,0.2557108333169459,-1.0098904750621613,1.00404731842088,63.138143636868854,6.570521409332976,-3.861856363131146,no,400,-50.39469045693687,-6.234071546491747,0.9636429689406651,9.461644706659683,6.25432754653866,-57.53835529334032,no,400,-98.57864560403198,-0.9437951301714973,0.9509562898779451,-39.03508597023006,6.221645949736404,-106.03508597023006,no
2021-05-28 22:45:00,400,61.05647608125385,3.1088362863250505,0.6855086312360456,103.81765427723388,4.468071992423282,36.817654277233885,no,400,0.2557102021446389,-1.008626378420597,1.004049551149136,63.13831760318166,6.5705396528465165,-3.8616823968183382,no,400,-50.39372150532381,-6.233335145234487,0.9636419845669352,9.462669199278992,6.254333349961878,-57.53733080072101,no,400,-98.57940176649475,-0.944076338257087,0.9509614715389458,-39.03552281238643,6.221679315190237,-106.03552281238643,no
2021-05-28 23:00:00,400,61.05461578404001,3.109157060367364,0.6856058811266882,103.82188360131805,4.4687082907554245,36.82188360131805,no,400,0.2557095691180277,-1.0073622557904147,1.0040517831399414,63.138491479380434,6.5705578871378725,-3.861508520619566,no,400,-50.39275252596792,-6.232598519398692,0.9636410001256015,9.463693737224673,6.254339155222392,-57.53630626277533,no,400,-98.58015799109484,-0.944357519176179,0.9509666419997569,-39.035960422844994,6.221712606857653,-106.035960422845,no
2021-05-28 23:15:00,400,61.05275324517581,3.1094776821825074,0.6857030762308837,103.82610724446612,4.46934422972008,36.826107244466115,no,400,0.2557088791512667,-1.0060981169654275,1.004054014734154,63.13866523155978,6.570576114420196,-3.861334768440223,no,400,-50.391783518023544,-6.231861669009805,0.9636400156166829,9.464718321327041,6.254344962318586,-57.53528167867296,no,400,-98.58091427676715,-0.9446386729290239,0.9509718012603676,-39.036398800540724,6.2217458247386155,-106.03639880054072,no
2021-05-28 23:30:00,400,61.05088846510743,3.1097981519061935,0.6858002165622715,103.83032520798308,4.469979809407014,36.83032520798308,no,400,0.25570814313670676,-1.004833953188264,1.0040562458622062,63.13883886646804,6.570594334260463,-3.861161133531958,no,400,-50.39081448330546,-6.231124594093867,0.9636390310402244,9.46574294975727,6.254350771249003,-57.53425705024273,no,400,-98.5816706251021,-0.9449197995159332,0.9509769493207675,-39.03683794706387,6.221778968833118,-106.03683794706387,no
2021-05-28 23:45:00,400,61.04902144693522,3.110118469673867,0.6858973021344517,103.83453749582571,4.470615029905705,36.834537495825714,no,400,0.25570739010226584,-1.0035697671007335,1.0040584763670353,63.13901240317691,6.57061254561838,-3.8609875968230867,no,400,-50.389845420965855,-6.230387294676521,0.9636380463963231,9.46676762335261,6.254356582012482,-57.53323237664739,no,400,-98.5824270350314,-0.9452008989371501,0.9509820861809463,-39.03727786134584,6.221812039141217,-106.03727786134584,no
2021-05-29 00:00:00,400,61.04715219375534,3.1104386356207314,0.685994332960989,103.83874411194432,4.47124989130541,36.83874411194432,no,400,0.25570659081175845,-1.002305556388205,1.0040607064187745,63.13918582321443,6.570630749618659,-3.860814176785567,no,400,-50.38887633015952,-6.22964977078364,0.9636370616849437,9.46779234293922,6.25436239460715,-57.53220765706078,no,400,-98.58318350548717,-0.9454819711929692,0.9509872118408936,-39.03771854231883,6.221845035662883,-106.03771854231883,no
2021-05-29 00:15:00,400,61.04528070600466,3.110758649881971,0.6860913090554823,103.84294505763214,4.471884393695588,36.842945057632136,no,400,0.25570577721099724,-1.0010413245055663,1.0040629357558235,63.13935914197098,6.570648944531465,-3.860640858029022,no,400,-50.38790721269754,-6.228912022441008,0.9636360769061332,9.4688171066922,6.254368209031465,-57.5311828933078,no,400,-98.5839400380612,-0.9457630162836432,0.950992326300599,-39.038159991574446,6.221877958398168,-106.03815999157445,no
2021-05-29 00:30:00,400,61.043406986777626,3.1110785125924982,0.6861882304314895,103.84714033683727,4.472518537165454,36.84714033683727,no,400,0.2557048740061828,-0.9997770734371888,1.0040651649432073,63.13953231964887,6.570667134065735,-3.860467680351128,no,400,-50.38693806773466,-6.228174049674127,0.9636350920599637,9.469841915444704,6.254374025284161,-57.530158084555296,no,400,-98.58469663168353,-0.9460440342094327,0.9509974295600524,-39.038602208042505,6.2219108073471,-106.0386022080425,no
2021-05-29 00:45:00,400,61.04153103916005,3.1113982238870936,0.6862850971025617,103.85132995349892,4.473152321804185,36.85132995349892,no,400,0.25570399775087777,-0.9985127953177718,1.0040673931723334,63.139705422132245,6.570685312927091,-3.860294577867755,no,400,-50.385968894425446,-6.227435852508636,0.9636341071463992,9.470866770023179,6.25437984336334,-57.52913322997682,no,400,-98.58545328529112,-0.9463250249706006,0.9510025216192428,-39.03904519065986,6.221943582509619,-106.03904519065986,no
2021-05-29 01:00:00,400,61.039652863586554,3.1117177839003682,0.6863819090822391,103.8555139089043,4.473785747700837,36.8555139089043,no,400,0.25570302958956115,-0.9972485002079867,1.0040696211780458,63.139878376531,6.570703485918396,-3.8601216234689986,no,400,-50.384999694580415,-6.226697430971115,0.9636331221655301,9.47189166860585,6.254385663267773,-57.52810833139415,no,400,-98.58621000046878,-0.9466059885674366,0.9510076024781599,-39.03948894101137,6.221976283885829,-106.03948894101137,no
